id,customer_id,order_date
2290,4146,2024-06-02
2291,2776,2024-04-08
2292,4660,2024-11-13
2293,4879,2024-01-02
2294,3156,2024-10-16
2295,3971,2024-03-25
2296,2041,2024-08-12
2297,584,2024-01-29
2298,4332,2024-01-18
2299,2104,2024-06-13
2300,1943,2024-05-13
2301,4456,2024-09-29
2302,110,2024-01-25
2303,192,2024-07-29
2304,904,2024-01-24
2305,862,2024-01-27
2306,1084,2024-07-02
2307,650,2024-01-13
2308,4135,2024-04-21
2309,3612,2024-06-07
2310,637,2024-03-10
2311,1037,2024-10-25
2312,4132,2024-02-22
2313,2149,2024-10-24
2314,3866,2024-09-06
2315,3158,2024-10-10
2316,3588,2024-09-07
2317,3295,2024-06-12
2318,4262,2024-05-25
2319,2431,2024-05-28
2320,1880,2024-06-23
2321,3967,2024-05-26
2322,3714,2024-05-25
2323,4127,2024-02-01
2324,4107,2024-09-22
2325,2012,2024-09-14
2326,3374,2024-07-28
2327,2144,2024-02-21
2328,2501,2024-09-10
2329,4582,2024-05-15
2330,1290,2024-02-16
2331,1448,2024-03-10
2332,3200,2024-07-27
2333,1944,2024-06-01
2334,3184,2024-07-24
2335,3217,2024-02-19
2336,3137,2024-10-09
2337,3319,2024-03-27
2338,2783,2024-11-20
2339,991,2024-01-02
2340,4921,2024-10-20
2341,2154,2024-01-09
2342,226,2024-04-25
2343,777,2024-06-28
2344,2838,2024-09-18
2345,688,2024-10-06
2346,530,2024-07-30
2347,3443,2024-06-13
2348,2154,2024-07-25
2349,1295,2024-05-27
2350,1527,2024-11-15
2351,4775,2024-03-30
2352,2897,2024-04-06
2353,3104,2024-06-27
2354,2441,2024-05-14
2355,4136,2024-03-01
2356,3803,2024-04-17
2357,845,2024-03-14
2358,447,2024-10-08
2359,3916,2024-10-24
2360,3110,2024-02-13
2361,1235,2024-01-13
2362,227,2024-11-10
2363,4144,2024-09-13
2364,2960,2024-06-11
2365,1831,2024-08-26
2366,3780,2024-10-24
2367,187,2024-01-07
2368,2878,2024-04-03
2369,2536,2024-03-21
2370,1933,2024-01-27
2371,2925,2024-02-09
2372,849,2024-08-18
2373,2033,2024-01-14
2374,1253,2024-06-22
2375,1882,2024-08-20
2376,270,2024-09-17
2377,1631,2024-09-30
2378,4406,2024-01-19
2379,3204,2024-04-05
2380,1575,2024-10-14
2381,2893,2024-01-18
2382,1696,2024-06-05
2383,3259,2024-06-19
2384,3263,2024-04-01
2385,1446,2024-07-28
2386,220,2024-03-25
2387,53,2024-10-19
2388,1758,2024-10-28
2389,1667,2024-01-22
2390,2786,2024-02-24
2391,720,2024-07-14
2392,406,2024-04-22
2393,2295,2024-03-31
2394,72,2024-11-12
2395,2054,2024-10-11
2396,1230,2024-08-11
2397,1568,2024-05-03
2398,3683,2024-08-12
2399,2954,2024-08-20
2400,4483,2024-10-27
2401,699,2024-09-18
2402,827,2024-11-13
2403,349,2024-05-04
2404,3909,2024-04-02
2405,308,2024-04-27
2406,3417,2024-02-25
2407,2335,2024-09-13
2408,4862,2024-07-21
2409,4821,2024-03-26
2410,2810,2024-06-09
2411,3559,2024-04-26
2412,4479,2024-04-16
2413,3478,2024-01-24
2414,4621,2024-08-04
2415,2687,2024-08-17
2416,2986,2024-10-12
2417,276,2024-03-09
2418,2548,2024-08-31
2419,2765,2024-09-20
2420,337,2024-06-14
2421,1974,2024-08-03
2422,2980,2024-07-11
2423,4577,2024-01-19
2424,3969,2024-05-13
2425,911,2024-09-06
2426,1997,2024-09-17
2427,3130,2024-05-28
2428,4205,2024-11-01
2429,3758,2024-07-22
2430,328,2024-05-03
2431,1800,2024-09-27
2432,315,2024-06-10
2433,3546,2024-06-07
2434,1135,2024-02-27
2435,2747,2024-04-26
2436,4877,2024-05-26
2437,1521,2024-03-12
2438,156,2024-10-19
2439,1725,2024-07-27
2440,3344,2024-07-02
2441,887,2024-04-03
2442,3074,2024-03-28
2443,2806,2024-04-26
2444,722,2024-10-01
2445,913,2024-02-26
2446,3358,2024-11-08
2447,871,2024-06-28
2448,4109,2024-01-23
2449,498,2024-08-06
2450,1757,2024-06-09
2451,1118,2024-06-10
2452,3410,2024-08-04
2453,2829,2024-07-24
2454,1648,2024-02-22
2455,2984,2024-05-30
2456,143,2024-04-04
2457,2762,2024-04-09
2458,3436,2024-03-19
2459,4661,2024-05-08
2460,2432,2024-09-08
2461,4513,2024-01-31
2462,1849,2024-06-23
2463,2697,2024-05-24
2464,1718,2024-02-05
2465,3073,2024-07-27
2466,1068,2024-10-08
2467,2787,2024-11-18
2468,3792,2024-03-14
2469,1289,2024-01-21
2470,3872,2024-04-14
2471,1807,2024-05-26
2472,1505,2024-09-18
2473,3309,2024-08-22
2474,2952,2024-08-22
2475,72,2024-01-16
2476,1691,2024-01-29
2477,1345,2024-03-14
2478,3304,2024-11-08
2479,3114,2024-10-22
2480,883,2024-08-16
2481,4235,2024-10-08
2482,2663,2024-09-17
2483,1505,2024-08-05
2484,2464,2024-03-25
2485,2554,2024-07-05
2486,733,2024-03-22
2487,1749,2024-05-09
2488,3925,2024-04-27
2489,424,2024-01-06
2490,3479,2024-03-23
2491,1592,2024-03-14
2492,4486,2024-10-14
2493,4438,2024-02-15
2494,4710,2024-10-17
2495,493,2024-10-19
2496,192,2024-07-04
2497,499,2024-04-04
2498,4918,2024-09-27
2499,1257,2024-08-22
2500,1969,2024-09-30
2501,4323,2024-03-20
2502,2187,2024-06-03
2503,817,2024-04-02
2504,3221,2024-08-02
2505,1474,2024-05-04
2506,1087,2024-10-28
2507,4200,2024-04-19
2508,1875,2024-05-27
2509,871,2024-06-30
2510,4764,2024-07-26
2511,2043,2024-09-08
2512,273,2024-05-19
2513,1030,2024-04-29
2514,3219,2024-04-11
2515,4070,2024-05-19
2516,1052,2024-07-18
2517,4034,2024-07-12
2518,1574,2024-06-29
2519,3191,2024-02-08
2520,4389,2024-11-07
2521,3798,2024-10-07
2522,3290,2024-07-01
2523,3748,2024-10-22
2524,2106,2024-05-04
2525,308,2024-03-19
2526,3360,2024-05-23
2527,3177,2024-05-01
2528,1252,2024-06-09
2529,2748,2024-01-18
2530,1518,2024-08-06
2531,1379,2024-03-26
2532,4892,2024-10-14
2533,4993,2024-02-26
2534,1962,2024-01-07
2535,4306,2024-04-11
2536,2864,2024-08-02
2537,2657,2024-08-14
2538,2495,2024-08-12
2539,4568,2024-10-06
2540,4006,2024-06-11
2541,3564,2024-04-24
2542,923,2024-02-29
2543,4233,2024-03-17
2544,4463,2024-05-08
2545,2960,2024-03-30
2546,184,2024-05-27
2547,3359,2024-08-09
2548,1399,2024-11-19
2549,2797,2024-04-05
2550,537,2024-07-12
2551,1274,2024-08-01
2552,2968,2024-09-11
2553,3050,2024-09-22
2554,1097,2024-05-11
2555,1306,2024-04-09
2556,916,2024-10-23
2557,3082,2024-11-15
2558,4248,2024-07-08
2559,1029,2024-10-08
2560,1978,2024-09-06
2561,3355,2024-10-14
2562,2512,2024-07-09
2563,271,2024-06-27
2564,1187,2024-03-06
2565,4556,2024-10-11
2566,4201,2024-11-04
2567,3765,2024-05-16
2568,2399,2024-03-06
2569,4530,2024-02-24
2570,4236,2024-10-06
2571,4183,2024-07-31
2572,1712,2024-07-08
2573,2231,2024-03-12
2574,129,2024-07-29
2575,1270,2024-09-06
2576,3673,2024-01-23
2577,1602,2024-07-22
2578,4766,2024-01-14
2579,3971,2024-11-21
2580,4245,2024-01-29
2581,4948,2024-11-13
2582,628,2024-09-16
2583,3798,2024-01-19
2584,2045,2024-10-23
2585,3553,2024-01-03
2586,4980,2024-06-09
2587,2342,2024-02-23
2588,3215,2024-09-01
2589,250,2024-03-30
2590,2926,2024-01-27
2591,975,2024-10-01
2592,1326,2024-02-28
2593,984,2024-01-04
2594,889,2024-03-25
2595,2938,2024-07-15
2596,2118,2024-06-26
2597,2673,2024-05-24
2598,4971,2024-01-24
2599,1327,2024-08-27
2600,471,2024-09-04
2601,1988,2024-09-15
2602,91,2024-08-27
2603,530,2024-07-06
2604,4757,2024-09-13
2605,4060,2024-07-08
2606,4835,2024-01-07
2607,2774,2024-01-03
2608,4968,2024-07-25
2609,1687,2024-08-02
2610,192,2024-06-08
2611,1987,2024-01-05
2612,3624,2024-01-07
2613,2186,2024-07-24
2614,4441,2024-10-07
2615,1009,2024-04-16
2616,3784,2024-07-27
2617,4299,2024-04-21
2618,4669,2024-01-07
2619,4288,2024-07-14
2620,2053,2024-11-11
2621,3309,2024-09-28
2622,1717,2024-09-18
2623,311,2024-06-16
2624,4539,2024-11-09
2625,1261,2024-03-10
2626,4966,2024-02-11
2627,3933,2024-02-07
2628,3269,2024-07-22
2629,585,2024-02-27
2630,2800,2024-04-03
2631,360,2024-03-15
2632,2867,2024-08-28
2633,2012,2024-07-23
2634,4940,2024-04-08
2635,4007,2024-11-12
2636,1626,2024-05-17
2637,2765,2024-04-13
2638,891,2024-11-04
2639,732,2024-06-03
2640,3962,2024-01-31
2641,4702,2024-05-24
2642,2505,2024-06-06
2643,615,2024-06-27
2644,3807,2024-08-07
2645,1720,2024-04-04
2646,4770,2024-09-27
2647,1588,2024-03-28
2648,1612,2024-04-26
2649,897,2024-09-22
2650,278,2024-11-17
2651,4648,2024-02-01
2652,1637,2024-09-10
2653,2159,2024-09-09
2654,2433,2024-10-21
2655,3905,2024-01-13
2656,4857,2024-02-06
2657,3263,2024-06-06
2658,1450,2024-05-27
2659,4501,2024-05-26
2660,1233,2024-08-02
2661,4118,2024-07-03
2662,678,2024-01-22
2663,2659,2024-09-04
2664,2029,2024-01-04
2665,3759,2024-09-29
2666,4625,2024-03-07
2667,2038,2024-02-02
2668,2650,2024-07-13
2669,657,2024-06-17
2670,166,2024-09-07
2671,4945,2024-10-31
2672,4592,2024-05-08
2673,590,2024-08-07
2674,4525,2024-02-07
2675,2822,2024-07-24
2676,4259,2024-01-17
2677,1263,2024-03-30
2678,72,2024-03-23
2679,3517,2024-09-25
2680,4751,2024-08-08
2681,3581,2024-07-03
2682,269,2024-04-15
2683,1777,2024-01-19
2684,2463,2024-01-29
2685,1269,2024-09-22
2686,1016,2024-04-18
2687,2723,2024-07-29
2688,1084,2024-08-06
2689,4102,2024-09-12
2690,407,2024-01-13
2691,3077,2024-03-10
2692,986,2024-05-02
2693,3604,2024-01-07
2694,4486,2024-03-21
2695,710,2024-08-15
2696,2619,2024-02-25
2697,4850,2024-10-19
2698,1412,2024-11-14
2699,4622,2024-10-03
2700,1486,2024-11-14
2701,2951,2024-06-03
2702,4652,2024-01-30
2703,2935,2024-04-26
2704,4115,2024-03-04
2705,4671,2024-08-07
2706,1004,2024-04-03
2707,2467,2024-08-08
2708,2467,2024-11-20
2709,1939,2024-05-31
2710,1940,2024-09-19
2711,1636,2024-07-28
2712,1699,2024-05-08
2713,4528,2024-05-29
2714,2092,2024-10-20
2715,1896,2024-10-14
2716,4241,2024-02-24
2717,3399,2024-11-02
2718,1074,2024-09-24
2719,2403,2024-10-08
2720,4896,2024-01-31
2721,3213,2024-07-13
2722,4038,2024-10-16
2723,1152,2024-05-14
2724,2446,2024-01-21
2725,1957,2024-02-07
2726,4559,2024-06-18
2727,3908,2024-03-31
2728,808,2024-11-21
2729,187,2024-01-30
2730,4828,2024-05-12
2731,4525,2024-08-23
2732,1308,2024-10-25
2733,2285,2024-08-26
2734,4867,2024-08-19
2735,758,2024-06-03
2736,4232,2024-10-27
2737,4888,2024-05-06
2738,3855,2024-01-12
2739,4267,2024-09-03
2740,2207,2024-04-16
2741,3559,2024-10-31
2742,1581,2024-06-23
2743,962,2024-07-09
2744,3848,2024-03-29
2745,3576,2024-05-18
2746,876,2024-08-02
2747,2419,2024-05-25
2748,4199,2024-06-16
2749,1002,2024-03-13
2750,3385,2024-09-20
2751,4067,2024-08-15
2752,2846,2024-09-13
2753,1482,2024-05-27
2754,3302,2024-02-03
2755,658,2024-10-26
2756,2781,2024-08-28
2757,423,2024-04-24
2758,3682,2024-11-05
2759,4267,2024-04-05
2760,2711,2024-10-03
2761,453,2024-01-29
2762,2398,2024-02-01
2763,1976,2024-04-14
2764,1658,2024-02-29
2765,2542,2024-05-27
2766,3076,2024-10-03
2767,3165,2024-10-31
2768,2967,2024-09-03
2769,2054,2024-02-29
2770,288,2024-10-14
2771,3218,2024-05-31
2772,3855,2024-05-02
2773,1448,2024-05-20
2774,608,2024-02-11
2775,4553,2024-02-05
2776,1765,2024-01-03
2777,1226,2024-04-29
2778,1236,2024-06-21
2779,1030,2024-05-19
2780,2672,2024-10-22
2781,3963,2024-04-14
2782,4543,2024-02-09
2783,4931,2024-02-21
2784,3178,2024-02-03
2785,3723,2024-03-13
2786,4907,2024-06-16
2787,1476,2024-06-23
2788,2897,2024-08-04
2789,809,2024-08-03
2790,979,2024-07-18
2791,2464,2024-06-07
2792,726,2024-02-10
2793,2502,2024-01-11
2794,3363,2024-02-04
2795,1217,2024-05-17
2796,4052,2024-08-03
2797,2198,2024-02-06
2798,2807,2024-08-19
2799,779,2024-08-20
2800,973,2024-10-31
2801,2811,2024-05-05
2802,2124,2024-05-29
2803,599,2024-01-05
2804,3342,2024-04-23
2805,225,2024-06-09
2806,841,2024-05-30
2807,1815,2024-10-29
2808,4810,2024-02-02
2809,1107,2024-10-08
2810,125,2024-08-05
2811,3247,2024-04-04
2812,2932,2024-08-10
2813,4126,2024-07-21
2814,2972,2024-03-06
2815,2018,2024-09-23
2816,2416,2024-05-27
2817,4591,2024-03-06
2818,3097,2024-02-23
2819,1610,2024-04-14
2820,718,2024-04-26
2821,3562,2024-04-14
2822,1017,2024-07-10
2823,3566,2024-02-26
2824,4702,2024-01-25
2825,4471,2024-03-05
2826,1961,2024-06-17
2827,1049,2024-04-17
2828,1358,2024-06-12
2829,3427,2024-04-26
2830,116,2024-07-07
2831,2096,2024-10-30
2832,1802,2024-01-30
2833,2147,2024-05-20
2834,1621,2024-04-07
2835,4781,2024-04-05
2836,2951,2024-10-06
2837,3793,2024-08-30
2838,2942,2024-07-11
2839,4906,2024-08-18
2840,978,2024-08-27
2841,3067,2024-03-16
2842,784,2024-06-26
2843,241,2024-02-11
2844,1554,2024-02-22
2845,4579,2024-04-28
2846,1013,2024-01-03
2847,187,2024-06-02
2848,1882,2024-05-09
2849,4587,2024-08-28
2850,431,2024-05-27
2851,239,2024-11-08
2852,2346,2024-05-07
2853,76,2024-06-19
2854,1357,2024-05-09
2855,4923,2024-06-16
2856,2331,2024-11-12
2857,4687,2024-11-15
2858,1903,2024-09-09
2859,4014,2024-08-18
2860,4671,2024-02-22
2861,4988,2024-04-26
2862,2060,2024-05-04
2863,141,2024-08-22
2864,1790,2024-09-27
2865,3627,2024-03-19
2866,17,2024-07-05
2867,4349,2024-05-02
2868,465,2024-03-09
2869,4472,2024-06-03
2870,1828,2024-05-03
2871,3029,2024-04-23
2872,520,2024-10-12
2873,90,2024-09-26
2874,4816,2024-09-02
2875,2852,2024-07-09
2876,2844,2024-08-11
2877,4726,2024-10-30
2878,1885,2024-04-04
2879,4172,2024-05-06
2880,926,2024-05-26
2881,3735,2024-04-18
2882,970,2024-11-13
2883,1095,2024-11-01
2884,3196,2024-06-01
2885,1405,2024-05-21
2886,3365,2024-02-14
2887,4291,2024-08-06
2888,3983,2024-03-18
2889,4324,2024-08-17
2890,4014,2024-07-30
2891,4557,2024-03-10
2892,4714,2024-09-21
2893,3093,2024-10-25
2894,4160,2024-08-01
2895,2075,2024-01-11
2896,285,2024-10-09
2897,4934,2024-06-28
2898,4927,2024-10-02
2899,1188,2024-03-22
2900,3970,2024-06-19
2901,2966,2024-11-05
2902,4320,2024-04-23
2903,784,2024-11-18
2904,950,2024-09-26
2905,3940,2024-01-27
2906,45,2024-11-14
2907,1811,2024-11-05
2908,4567,2024-11-04
2909,2082,2024-06-07
2910,3499,2024-09-18
2911,830,2024-07-12
2912,1910,2024-02-24
2913,2582,2024-09-02
2914,692,2024-04-27
2915,4020,2024-04-03
2916,932,2024-04-08
2917,4937,2024-09-12
2918,3407,2024-02-29
2919,148,2024-10-04
2920,1033,2024-06-13
2921,1312,2024-11-02
2922,388,2024-05-26
2923,3122,2024-01-29
2924,1874,2024-06-23
2925,3589,2024-08-20
2926,916,2024-07-05
2927,1879,2024-08-14
2928,3749,2024-06-04
2929,278,2024-07-26
2930,1978,2024-07-15
2931,1860,2024-09-25
2932,3037,2024-06-11
2933,3372,2024-07-30
2934,4714,2024-01-15
2935,2183,2024-11-03
2936,4676,2024-05-19
2937,1171,2024-09-29
2938,490,2024-11-11
2939,2526,2024-07-27
2940,1183,2024-08-18
2941,4480,2024-09-04
2942,4259,2024-02-03
2943,2489,2024-02-12
2944,1877,2024-10-25
2945,2463,2024-04-06
2946,1631,2024-09-12
2947,288,2024-09-15
2948,4283,2024-05-17
2949,1908,2024-03-05
2950,1162,2024-09-08
2951,130,2024-08-25
2952,2364,2024-01-18
2953,144,2024-08-06
2954,16,2024-09-07
2955,245,2024-09-20
2956,927,2024-09-08
2957,3179,2024-06-04
2958,2177,2024-10-19
2959,887,2024-05-08
2960,341,2024-11-05
2961,2052,2024-06-16
2962,3399,2024-02-11
2963,3951,2024-01-05
2964,306,2024-02-08
2965,908,2024-04-10
2966,2655,2024-03-27
2967,3793,2024-07-17
2968,4043,2024-10-17
2969,1372,2024-07-20
2970,321,2024-08-04
2971,4655,2024-08-13
2972,4060,2024-09-24
2973,1132,2024-08-11
2974,2579,2024-03-26
2975,4043,2024-06-22
2976,3368,2024-05-25
2977,818,2024-05-31
2978,12,2024-06-28
2979,195,2024-10-26
2980,2538,2024-09-20
2981,2843,2024-08-16
2982,2230,2024-09-25
2983,3010,2024-07-13
2984,4752,2024-02-28
2985,2078,2024-05-13
2986,3868,2024-01-10
2987,4874,2024-07-06
2988,444,2024-02-10
2989,298,2024-04-24
2990,4904,2024-06-10
2991,845,2024-02-03
2992,1016,2024-02-15
2993,1385,2024-11-18
2994,1398,2024-10-10
2995,554,2024-02-25
2996,2351,2024-05-15
2997,4517,2024-05-01
2998,1270,2024-05-13
2999,1261,2024-06-25
3000,185,2024-10-31
3001,4564,2024-03-21
3002,2411,2024-07-21
3003,4432,2024-07-06
3004,2210,2024-05-15
3005,3673,2024-07-03
3006,4684,2024-02-07
3007,1882,2024-06-19
3008,4297,2024-10-07
3009,522,2024-09-27
3010,1888,2024-06-24
3011,2553,2024-05-03
3012,3810,2024-01-27
3013,4884,2024-04-26
3014,4156,2024-01-18
3015,4674,2024-11-10
3016,4417,2024-10-03
3017,3480,2024-02-14
3018,1410,2024-01-09
3019,1695,2024-05-13
3020,4665,2024-09-08
3021,527,2024-02-12
3022,2661,2024-09-19
3023,2173,2024-11-06
3024,4967,2024-03-04
3025,280,2024-10-14
3026,2965,2024-04-04
3027,3978,2024-07-19
3028,2670,2024-03-08
3029,2894,2024-08-02
3030,1752,2024-03-03
3031,3982,2024-05-08
3032,4770,2024-08-05
3033,2362,2024-06-14
3034,4428,2024-06-28
3035,4132,2024-03-31
3036,1709,2024-11-05
3037,2687,2024-06-06
3038,2896,2024-09-01
3039,4536,2024-03-12
3040,2777,2024-03-13
3041,1120,2024-09-05
3042,2989,2024-09-12
3043,4260,2024-06-16
3044,4244,2024-06-02
3045,195,2024-01-12
3046,663,2024-10-13
3047,480,2024-08-26
3048,4219,2024-03-17
3049,1424,2024-06-23
3050,2709,2024-08-17
3051,3176,2024-06-15
3052,3815,2024-05-31
3053,2015,2024-01-02
3054,3790,2024-09-30
3055,4806,2024-03-24
3056,2444,2024-03-20
3057,912,2024-04-18
3058,3214,2024-10-19
3059,2365,2024-09-30
3060,3630,2024-11-10
3061,3473,2024-11-05
3062,681,2024-01-25
3063,4652,2024-08-12
3064,610,2024-02-09
3065,2157,2024-11-06
3066,3867,2024-07-27
3067,372,2024-03-13
3068,616,2024-05-22
3069,2254,2024-05-06
3070,4943,2024-03-17
3071,4139,2024-06-26
3072,865,2024-02-14
3073,1269,2024-04-11
3074,785,2024-09-17
3075,4572,2024-07-09
3076,4179,2024-07-23
3077,2238,2024-09-05
3078,4055,2024-05-01
3079,4896,2024-08-19
3080,936,2024-05-30
3081,3981,2024-08-25
3082,2339,2024-06-01
3083,326,2024-08-15
3084,1535,2024-02-14
3085,3481,2024-05-15
3086,3862,2024-05-16
3087,1986,2024-06-26
3088,4933,2024-08-27
3089,4604,2024-03-08
3090,2779,2024-11-12
3091,1271,2024-09-18
3092,641,2024-10-01
3093,4704,2024-11-06
3094,4079,2024-04-25
3095,4662,2024-08-26
3096,1368,2024-08-17
3097,4043,2024-02-02
3098,2576,2024-09-18
3099,3604,2024-02-22
3100,1582,2024-05-01
3101,1987,2024-02-15
3102,2241,2024-04-02
3103,3967,2024-04-28
3104,2106,2024-02-15
3105,129,2024-03-12
3106,4802,2024-05-24
3107,3997,2024-09-26
3108,852,2024-02-24
3109,4104,2024-07-17
3110,2077,2024-05-30
3111,2995,2024-06-11
3112,3745,2024-08-19
3113,2757,2024-02-23
3114,1645,2024-08-11
3115,4372,2024-05-29
3116,3145,2024-06-13
3117,243,2024-03-13
3118,4086,2024-07-08
3119,171,2024-09-03
3120,653,2024-07-27
3121,3513,2024-09-26
3122,1500,2024-09-07
3123,2100,2024-03-08
3124,2159,2024-08-03
3125,1973,2024-03-05
3126,3926,2024-07-09
3127,2259,2024-04-22
3128,4040,2024-02-24
3129,2036,2024-03-13
3130,3272,2024-05-02
3131,858,2024-06-24
3132,3824,2024-08-28
3133,1050,2024-01-21
3134,3991,2024-05-19
3135,299,2024-01-04
3136,924,2024-07-07
3137,4233,2024-02-23
3138,4307,2024-03-16
3139,2800,2024-11-12
3140,4876,2024-05-29
3141,4063,2024-08-06
3142,4046,2024-07-15
3143,1803,2024-09-10
3144,2714,2024-07-11
3145,4507,2024-06-07
3146,2854,2024-09-22
3147,2658,2024-07-09
3148,4523,2024-06-10
3149,3347,2024-10-02
3150,1472,2024-06-21
3151,2950,2024-07-08
3152,942,2024-03-05
3153,1908,2024-02-02
3154,4838,2024-08-07
3155,1244,2024-01-12
3156,4424,2024-11-05
3157,1467,2024-10-22
3158,3958,2024-03-26
3159,1967,2024-04-23
3160,376,2024-01-13
3161,263,2024-04-16
3162,4363,2024-03-28
3163,3389,2024-07-27
3164,3396,2024-04-22
3165,1945,2024-03-06
3166,1894,2024-10-30
3167,3635,2024-06-26
3168,1653,2024-08-07
3169,4142,2024-10-15
3170,3893,2024-10-27
3171,600,2024-10-24
3172,4816,2024-07-11
3173,1913,2024-08-01
3174,1293,2024-07-17
3175,601,2024-02-13
3176,381,2024-08-10
3177,4214,2024-02-14
3178,3638,2024-04-14
3179,2164,2024-10-28
3180,4356,2024-07-29
3181,1099,2024-11-15
3182,366,2024-05-22
3183,2571,2024-07-29
3184,3420,2024-11-15
3185,2477,2024-10-20
3186,791,2024-01-17
3187,3570,2024-10-22
3188,747,2024-10-06
3189,313,2024-06-20
3190,4634,2024-07-31
3191,921,2024-03-25
3192,1078,2024-06-14
3193,2830,2024-02-09
3194,2382,2024-10-12
3195,3619,2024-11-18
3196,798,2024-09-10
3197,4444,2024-10-18
3198,273,2024-04-06
3199,3011,2024-04-25
3200,4816,2024-01-13
3201,1774,2024-06-23
3202,2548,2024-04-12
3203,3165,2024-05-15
3204,4781,2024-11-13
3205,4718,2024-02-03
3206,947,2024-06-19
3207,2666,2024-02-15
3208,507,2024-10-28
3209,244,2024-11-11
3210,506,2024-04-02
3211,4518,2024-03-22
3212,3159,2024-11-10
3213,3591,2024-10-13
3214,1873,2024-08-16
3215,3794,2024-09-24
3216,1193,2024-05-16
3217,4426,2024-10-03
3218,4746,2024-08-25
3219,1465,2024-09-02
3220,391,2024-06-15
3221,4477,2024-03-05
3222,3378,2024-08-27
3223,4838,2024-02-24
3224,4916,2024-10-31
3225,673,2024-03-21
3226,2561,2024-11-11
3227,1212,2024-03-21
3228,930,2024-11-08
3229,1540,2024-01-24
3230,913,2024-08-09
3231,644,2024-05-16
3232,4523,2024-07-25
3233,502,2024-04-19
3234,730,2024-08-19
3235,1284,2024-07-28
3236,2119,2024-03-06
3237,4553,2024-05-05
3238,4387,2024-09-30
3239,3837,2024-04-23
3240,920,2024-04-22
3241,4051,2024-08-10
3242,2340,2024-04-13
3243,756,2024-07-18
3244,1870,2024-09-20
3245,4473,2024-11-12
3246,508,2024-02-06
3247,1437,2024-02-22
3248,2576,2024-10-18
3249,3427,2024-11-01
3250,559,2024-06-08
3251,3103,2024-01-24
3252,4517,2024-04-17
3253,3623,2024-09-11
3254,4400,2024-02-19
3255,4058,2024-09-29
3256,3716,2024-02-21
3257,1302,2024-04-06
3258,2156,2024-02-26
3259,693,2024-10-03
3260,4351,2024-05-05
3261,1479,2024-11-17
3262,257,2024-04-06
3263,2431,2024-10-22
3264,442,2024-09-19
3265,1882,2024-06-01
3266,2647,2024-07-09
3267,3821,2024-02-25
3268,4678,2024-08-12
3269,1736,2024-09-02
3270,3736,2024-04-14
3271,2646,2024-08-31
3272,19,2024-06-09
3273,1125,2024-05-25
3274,3986,2024-06-24
3275,2655,2024-01-30
3276,2081,2024-09-03
3277,1548,2024-11-04
3278,862,2024-10-25
3279,155,2024-02-06
3280,3495,2024-06-05
3281,905,2024-07-19
3282,1270,2024-10-18
3283,405,2024-04-18
3284,844,2024-09-26
3285,1783,2024-05-23
3286,1565,2024-06-25
3287,1185,2024-07-08
3288,747,2024-05-07
3289,1726,2024-08-14
3290,3189,2024-01-01
3291,271,2024-10-27
3292,4866,2024-10-11
3293,3957,2024-02-06
3294,172,2024-10-10
3295,274,2024-06-27
3296,2307,2024-09-03
3297,1159,2024-09-14
3298,1707,2024-09-27
3299,1772,2024-05-19
3300,422,2024-01-25
3301,1210,2024-11-05
3302,4676,2024-07-26
3303,891,2024-06-03
3304,4818,2024-03-25
3305,3268,2024-06-15
3306,4977,2024-11-16
3307,1474,2024-03-23
3308,3244,2024-07-11
3309,4479,2024-04-14
3310,2182,2024-05-05
3311,1450,2024-11-17
3312,3097,2024-04-20
3313,3257,2024-05-11
3314,3157,2024-07-31
3315,1591,2024-08-12
3316,4240,2024-02-20
3317,3982,2024-08-07
3318,1436,2024-07-07
3319,224,2024-11-02
3320,220,2024-05-13
3321,4275,2024-09-22
3322,1655,2024-10-23
3323,4529,2024-01-19
3324,265,2024-01-18
3325,954,2024-02-08
3326,4525,2024-08-31
3327,3734,2024-10-31
3328,2775,2024-11-20
3329,3125,2024-06-27
3330,480,2024-01-07
3331,3515,2024-02-18
3332,1354,2024-03-02
3333,3323,2024-06-20
3334,3879,2024-06-26
3335,890,2024-01-01
3336,3855,2024-06-15
3337,925,2024-03-19
3338,2171,2024-09-24
3339,1903,2024-02-21
3340,4874,2024-09-09
3341,2396,2024-04-27
3342,29,2024-03-02
3343,35,2024-04-16
3344,3590,2024-02-06
3345,2671,2024-09-11
3346,3366,2024-05-19
3347,589,2024-04-07
3348,3219,2024-02-02
3349,3139,2024-05-24
3350,904,2024-09-15
3351,4087,2024-09-09
3352,2170,2024-03-05
3353,340,2024-01-21
3354,4271,2024-06-02
3355,1715,2024-08-30
3356,4693,2024-04-28
3357,4547,2024-10-08
3358,557,2024-09-28
3359,3088,2024-10-20
3360,3267,2024-03-31
3361,3568,2024-06-15
3362,2057,2024-09-11
3363,3900,2024-02-05
3364,1017,2024-09-30
3365,2063,2024-02-06
3366,839,2024-01-01
3367,1638,2024-03-23
3368,4322,2024-07-04
3369,3497,2024-01-31
3370,1814,2024-02-21
3371,3480,2024-08-18
3372,1452,2024-03-28
3373,2314,2024-07-20
3374,1515,2024-09-21
3375,1232,2024-06-21
3376,1646,2024-01-04
3377,3000,2024-01-04
3378,3441,2024-09-27
3379,4057,2024-05-13
3380,306,2024-11-13
3381,3537,2024-02-16
3382,1724,2024-06-13
